ID,생활건강-연령대,생활건강-성별,생활건강-일일 평균 걸음수(걸음),생활건강-일일 평균 수면량(시간),생활건강-걸음수 측정 기간,생활건강-수면량 측정 기간,
564,60대,여성,7564,7.1,22개월,5개월,
564,60대,여성,6575,6.4,3개월,2개월,
564,60대,여성,7940,6.7,1개월,4개월,
565,40대,남성,9971,8.0,12개월,4개월,
566,10대,남성,7716,7.8,13개월,7개월,
567,70대,남성,10802,7.1,23개월,7개월,
569,50대,남성,9036,6.9,7개월,3개월,
570,10대,여성,6357,7.0,9개월,4개월,
571,50대,여성,5536,7.4,8개월,11개월,
573,50대,남성,7430,6.8,9개월,8개월,
574,30대,남성,7371,5.0,11개월,1개월,
576,70대,남성,8300,8.2,5개월,6개월,
577,50대,여성,7621,7.3,4개월,7개월,
578,40대,여성,4257,5.6,2개월,1개월,
580,30대,남성,6168,7.2,6개월,6개월,
581,80대 이상,남성,6530,8.4,16개월,17개월,
581,80대 이상,남성,8647,7.9,6개월,12개월,
582,20대,여성,4713,7.6,14개월,18개월,
582,20대,여성,5966,6.6,9개월,9개월,
583,40대,남성,7132,7.2,11개월,27개월,
584,70대,여성,6865,6.7,12개월,15개월,
588,80대 이상,여성,8618,7.5,7개월,4개월,
588,80대 이상,여성,7701,6.7,3개월,18개월,
589,70대,여성,8850,7.5,17개월,13개월,
592,60대,여성,6731,9.1,1개월,6개월,
593,70대,남성,8181,7.6,4개월,2개월,
594,50대,남성,9324,8.8,27개월,11개월,
596,70대,여성,8892,8.1,6개월,16개월,
596,70대,여성,8272,6.9,11개월,10개월,
597,40대,여성,6747,7.2,3개월,1개월,
598,50대,남성,8552,6.3,6개월,2개월,
598,50대,남성,8778,5.6,13개월,1개월,
600,60대,남성,8872,9.4,17개월,31개월,
600,60대,남성,7383,7.4,18개월,19개월,
600,60대,남성,8816,7.1,9개월,1개월,
602,60대,여성,6451,6.8,2개월,3개월,
602,60대,여성,8822,6.5,2개월,18개월,
603,20대,남성,7090,8.3,13개월,23개월,
604,60대,여성,5873,5.8,11개월,6개월,
606,60대,여성,7784,8.4,2개월,2개월,
607,30대,여성,4351,7.9,16개월,13개월,
608,70대,남성,6349,8.0,14개월,24개월,
610,40대,남성,7867,5.8,2개월,10개월,
610,40대,남성,5278,8.1,11개월,3개월,
611,50대,여성,7161,5.7,3개월,11개월,
612,60대,남성,7798,5.7,14개월,2개월,
614,50대,남성,8015,7.6,1개월,13개월,
615,10대,여성,6506,9.5,26개월,1개월,
615,10대,여성,4690,7.0,7개월,3개월,
619,40대,남성,9091,7.3,11개월,1개월,
623,50대,여성,6264,6.7,4개월,9개월,
625,30대,남성,8341,5.3,5개월,3개월,
628,50대,여성,5449,7.0,16개월,6개월,
630,40대,여성,6954,6.1,2개월,2개월,
630,40대,여성,5738,6.9,10개월,18개월,
630,40대,여성,6486,7.6,1개월,14개월,
632,60대,남성,8696,5.8,9개월,1개월,
634,30대,남성,5465,8.2,9개월,6개월,
635,70대,남성,8863,6.6,7개월,13개월,
636,70대,여성,7588,7.3,12개월,4개월,
637,40대,여성,6400,9.1,18개월,3개월,
637,40대,여성,5200,7.5,3개월,5개월,
637,40대,여성,6249,8.8,37개월,4개월,
638,50대,여성,7820,9.8,1개월,5개월,
638,50대,여성,6445,10.1,7개월,10개월,
639,30대,남성,6204,5.7,4개월,16개월,
640,50대,남성,9897,6.3,7개월,5개월,
642,30대,남성,6873,6.7,12개월,12개월,
643,30대,여성,6418,5.3,3개월,9개월,
643,30대,여성,4735,9.3,5개월,1개월,
644,50대,여성,5564,7.6,5개월,9개월,
644,50대,여성,7842,7.4,5개월,2개월,
644,50대,여성,6205,6.7,6개월,16개월,
647,20대,남성,6952,7.5,29개월,10개월,
648,30대,남성,7002,5.6,28개월,4개월,
648,30대,남성,6304,7.3,5개월,5개월,
648,30대,남성,7356,7.9,2개월,9개월,
648,30대,남성,7317,6.0,25개월,4개월,
649,50대,남성,8076,6.6,12개월,12개월,
652,60대,남성,8077,8.5,13개월,13개월,
652,60대,남성,7746,6.6,6개월,2개월,
652,60대,남성,9339,5.6,14개월,1개월,
653,80대 이상,남성,9065,6.1,8개월,19개월,
654,30대,남성,8417,6.5,9개월,11개월,
654,30대,남성,6742,6.0,6개월,2개월,
654,30대,남성,6169,7.4,26개월,14개월,
655,30대,여성,4229,5.9,7개월,18개월,
656,50대,여성,5747,8.1,16개월,21개월,
657,50대,여성,7171,8.1,1개월,17개월,
658,50대,남성,9117,6.4,8개월,7개월,
658,50대,남성,8929,6.9,4개월,11개월,
659,30대,남성,6747,9.1,18개월,9개월,
659,30대,남성,7503,8.1,4개월,17개월,
662,30대,여성,6325,7.7,5개월,4개월,
664,50대,남성,8779,8.0,5개월,11개월,
665,30대,남성,6894,7.2,5개월,4개월,
666,70대,여성,5934,9.1,2개월,17개월,
666,70대,여성,6817,7.2,11개월,7개월,
667,20대,여성,5157,7.2,7개월,5개월,
668,30대,여성,5350,8.6,15개월,6개월,
670,80대 이상,남성,9180,7.6,13개월,2개월,
671,20대,남성,8186,7.2,10개월,18개월,
671,20대,남성,8105,6.6,2개월,22개월,
672,30대,여성,6165,7.4,8개월,15개월,
673,50대,여성,4661,8.8,23개월,6개월,
675,70대,여성,7403,8.2,1개월,20개월,
676,50대,남성,7620,7.5,17개월,11개월,
676,50대,남성,10124,7.0,4개월,17개월,
676,50대,남성,10291,8.8,3개월,1개월,
677,30대,여성,5463,7.5,9개월,8개월,
677,30대,여성,6453,7.0,20개월,14개월,
681,60대,여성,6848,8.8,10개월,4개월,
681,60대,여성,7863,6.6,12개월,1개월,
682,30대,여성,6160,7.1,14개월,2개월,
682,30대,여성,7235,7.5,12개월,12개월,
682,30대,여성,6920,9.1,4개월,6개월,
683,50대,여성,6755,8.2,2개월,3개월,
685,60대,여성,7635,7.7,5개월,4개월,
685,60대,여성,8076,7.7,6개월,5개월,
685,60대,여성,8561,6.5,17개월,5개월,
685,60대,여성,6821,5.7,4개월,6개월,
687,60대,남성,8368,7.6,19개월,11개월,
688,70대,남성,8878,7.6,13개월,11개월,
690,60대,여성,8377,7.6,1개월,21개월,
690,60대,여성,7423,7.6,5개월,5개월,
691,70대,여성,8829,9.0,13개월,16개월,
691,70대,여성,7736,7.8,2개월,1개월,
691,70대,여성,7668,6.2,10개월,12개월,
692,40대,여성,6696,8.1,15개월,9개월,
693,20대,남성,7386,7.3,5개월,4개월,
698,50대,남성,8419,9.2,15개월,15개월,
699,60대,남성,8792,5.9,4개월,1개월,
699,60대,남성,11456,8.2,13개월,11개월,
700,60대,남성,8534,6.4,6개월,7개월,
704,70대,남성,7888,7.1,10개월,2개월,
705,80대 이상,남성,9449,6.1,8개월,4개월,
706,60대,남성,8290,7.1,2개월,32개월,
710,20대,남성,7476,7.1,5개월,2개월,
711,10대,여성,4676,7.5,6개월,11개월,
713,20대,남성,5302,6.4,4개월,7개월,
713,20대,남성,5864,7.1,1개월,1개월,
714,60대,남성,10547,5.9,12개월,2개월,
715,20대,남성,8451,6.5,26개월,11개월,
715,20대,남성,6711,7.8,7개월,3개월,
716,10대,여성,4577,7.1,11개월,9개월,
716,10대,여성,6240,8.2,1개월,16개월,
716,10대,여성,4301,7.9,20개월,8개월,
718,20대,남성,7491,7.8,17개월,5개월,
719,30대,여성,4899,7.4,12개월,12개월,
719,30대,여성,5433,8.6,3개월,11개월,
722,70대,남성,8861,6.6,7개월,2개월,
722,70대,남성,9336,6.7,4개월,6개월,
724,50대,여성,5973,7.1,6개월,25개월,
727,30대,여성,6697,6.7,11개월,3개월,
727,30대,여성,4011,8.3,10개월,2개월,
731,60대,여성,7859,6.6,3개월,5개월,
731,60대,여성,6919,7.0,5개월,3개월,
732,20대,남성,7786,6.3,2개월,12개월,
733,80대 이상,여성,8344,5.9,8개월,7개월,
734,50대,남성,7087,7.6,2개월,7개월,
736,30대,여성,4731,7.7,16개월,17개월,
737,70대,남성,7878,8.4,3개월,14개월,
738,10대,남성,8354,6.6,2개월,3개월,
738,10대,남성,7840,6.6,11개월,10개월,
738,10대,남성,8868,7.5,20개월,7개월,
738,10대,남성,7749,9.2,9개월,4개월,
739,70대,남성,6525,8.6,18개월,1개월,
741,60대,여성,8476,7.3,4개월,14개월,
742,60대,여성,7764,6.5,3개월,2개월,
742,60대,여성,7839,7.2,14개월,4개월,
743,10대,남성,7778,8.2,4개월,6개월,
743,10대,남성,9415,7.2,9개월,9개월,
744,70대,남성,9459,7.2,8개월,6개월,
745,60대,남성,9493,6.7,22개월,7개월,
747,40대,남성,6730,7.1,6개월,15개월,
747,40대,남성,8788,7.2,3개월,3개월,
747,40대,남성,6361,6.0,8개월,7개월,
748,50대,남성,8365,8.1,10개월,10개월,
748,50대,남성,8894,8.6,18개월,9개월,
749,40대,남성,6979,7.5,12개월,10개월,
749,40대,남성,7073,6.0,7개월,3개월,
749,40대,남성,8445,6.7,6개월,5개월,
749,40대,남성,8572,7.0,3개월,9개월,
750,40대,남성,8164,7.0,8개월,14개월,
752,70대,남성,8552,9.2,4개월,14개월,
754,30대,남성,6853,6.8,5개월,15개월,
756,60대,남성,10654,6.3,16개월,10개월,
758,40대,남성,5116,6.8,4개월,3개월,
759,60대,남성,10309,7.6,2개월,4개월,
759,60대,남성,9427,6.9,21개월,7개월,
760,50대,남성,6645,9.0,16개월,12개월,
760,50대,남성,7096,7.3,2개월,6개월,
760,50대,남성,8156,6.1,3개월,10개월,
761,50대,여성,6547,7.3,11개월,5개월,
761,50대,여성,6485,8.0,21개월,12개월,
762,70대,여성,7058,8.2,12개월,25개월,
762,70대,여성,7824,6.9,5개월,1개월,
763,30대,남성,6596,6.6,4개월,11개월,
764,70대,여성,7969,6.0,10개월,5개월,
766,50대,남성,7551,6.8,5개월,12개월,
766,50대,남성,9320,9.8,2개월,15개월,
770,50대,남성,8214,8.6,4개월,6개월,
770,50대,남성,8477,7.3,4개월,8개월,
772,60대,여성,7555,5.5,20개월,10개월,
773,70대,여성,7050,7.3,20개월,1개월,
773,70대,여성,8664,6.3,3개월,6개월,
774,10대,남성,7142,8.1,15개월,9개월,
774,10대,남성,7510,6.7,3개월,17개월,
775,60대,남성,10434,8.0,10개월,5개월,
776,40대,남성,8124,6.1,12개월,7개월,
777,40대,남성,6276,7.7,23개월,9개월,
780,60대,남성,9440,7.3,3개월,5개월,
780,60대,남성,7760,6.8,2개월,2개월,
782,40대,여성,6582,5.8,1개월,4개월,
782,40대,여성,6699,7.2,5개월,31개월,
783,50대,남성,8094,8.4,4개월,25개월,
784,80대 이상,남성,8277,7.2,11개월,13개월,
784,80대 이상,남성,8342,6.4,7개월,17개월,
786,80대 이상,남성,10305,8.1,1개월,4개월,
786,80대 이상,남성,8804,7.6,8개월,9개월,
786,80대 이상,남성,9247,5.5,7개월,21개월,
786,80대 이상,남성,6605,6.8,7개월,16개월,
787,50대,남성,8768,8.0,1개월,6개월,
788,60대,여성,8667,6.3,7개월,23개월,
789,10대,남성,7947,6.7,5개월,6개월,
790,30대,여성,5069,7.9,9개월,8개월,
791,20대,여성,6102,6.3,1개월,8개월,
791,20대,여성,4795,8.1,8개월,13개월,
793,40대,남성,8570,8.1,5개월,10개월,
798,40대,여성,6317,9.4,1개월,16개월,
801,80대 이상,여성,7475,6.3,2개월,7개월,
802,70대,남성,9184,7.6,5개월,6개월,
802,70대,남성,7388,7.0,1개월,17개월,
803,30대,여성,4400,9.4,10개월,2개월,
804,40대,남성,6968,4.9,2개월,11개월,
806,40대,남성,7530,5.9,11개월,9개월,
807,40대,여성,6564,5.8,5개월,6개월,
808,30대,여성,4674,8.9,9개월,7개월,
808,30대,여성,4194,9.7,7개월,11개월,
810,50대,남성,7645,8.4,8개월,6개월,
810,50대,남성,8334,8.1,4개월,9개월,
811,30대,남성,6755,7.0,23개월,17개월,
811,30대,남성,6203,7.0,1개월,9개월,
811,30대,남성,7114,5.7,10개월,3개월,
812,40대,여성,8134,7.8,4개월,9개월,
814,60대,남성,8782,8.3,15개월,6개월,
815,80대 이상,남성,8729,8.8,39개월,7개월,
817,70대,여성,8214,4.6,17개월,16개월,
818,70대,남성,9203,7.4,14개월,2개월,
819,10대,여성,5344,8.4,6개월,11개월,
819,10대,여성,5637,7.4,14개월,8개월,
819,10대,여성,5152,8.0,8개월,3개월,
822,30대,남성,7714,8.7,3개월,3개월,
823,20대,남성,8004,6.9,7개월,4개월,
823,20대,남성,5588,6.6,6개월,3개월,
824,60대,남성,7341,6.3,7개월,5개월,
824,60대,남성,9148,8.4,13개월,3개월,
825,30대,남성,7491,6.8,14개월,21개월,
827,80대 이상,남성,9191,7.7,12개월,9개월,
828,40대,여성,4300,8.0,2개월,2개월,
829,60대,여성,6361,7.3,5개월,1개월,
829,60대,여성,8645,7.9,5개월,6개월,
829,60대,여성,6936,7.1,4개월,10개월,
830,40대,남성,6842,6.2,18개월,7개월,
830,40대,남성,7081,7.8,12개월,3개월,
831,60대,남성,8497,8.0,15개월,6개월,
833,60대,여성,8590,7.0,15개월,5개월,
833,60대,여성,6803,6.4,8개월,5개월,
834,20대,남성,7573,7.2,22개월,2개월,
835,30대,남성,7508,7.3,9개월,2개월,
835,30대,남성,7976,7.3,8개월,13개월,
836,50대,여성,6165,6.1,15개월,4개월,
837,40대,남성,7686,6.0,2개월,7개월,
837,40대,남성,5974,8.1,2개월,6개월,
837,40대,남성,7583,6.9,8개월,1개월,
839,50대,남성,7675,5.9,4개월,1개월,
839,50대,남성,7096,8.2,6개월,3개월,
841,40대,여성,4103,6.4,10개월,2개월,
844,50대,남성,7249,8.0,4개월,12개월,
845,30대,남성,6620,6.2,7개월,16개월,
846,40대,남성,7988,9.1,2개월,5개월,
846,40대,남성,8369,6.1,32개월,7개월,
848,60대,여성,8148,5.8,13개월,1개월,
849,50대,남성,7893,5.1,8개월,9개월,
850,40대,여성,9182,6.4,1개월,5개월,
854,70대,여성,7691,7.2,7개월,16개월,
855,70대,여성,6739,9.4,26개월,21개월,
856,50대,여성,7023,9.3,12개월,8개월,
856,50대,여성,7586,5.7,11개월,6개월,
857,50대,여성,6008,6.6,6개월,7개월,
860,70대,남성,10205,5.9,12개월,12개월,
860,70대,남성,8207,8.1,5개월,4개월,
861,20대,여성,5790,7.8,3개월,9개월,
861,20대,여성,4910,6.4,3개월,15개월,
863,50대,여성,5323,7.1,21개월,8개월,
866,70대,남성,9752,6.6,24개월,3개월,
869,50대,남성,7400,9.1,6개월,12개월,
872,80대 이상,남성,10496,7.6,4개월,11개월,
873,70대,여성,6756,6.7,2개월,3개월,
873,70대,여성,8546,7.0,4개월,5개월,
876,20대,여성,5320,6.6,11개월,24개월,
879,20대,남성,6967,8.3,4개월,21개월,
880,70대,여성,7573,9.0,5개월,1개월,
881,50대,남성,7937,6.2,5개월,3개월,
882,80대 이상,여성,8154,5.9,7개월,2개월,
882,80대 이상,여성,8174,8.9,22개월,8개월,
883,20대,남성,7108,5.9,6개월,3개월,
884,50대,여성,7941,7.9,11개월,23개월,
885,10대,남성,8008,7.0,10개월,7개월,
885,10대,남성,6851,7.1,13개월,8개월,
885,10대,남성,8390,6.6,16개월,16개월,
886,80대 이상,남성,8506,7.9,9개월,3개월,
886,80대 이상,남성,9008,7.5,1개월,16개월,
888,10대,남성,6523,6.8,18개월,12개월,
888,10대,남성,6043,6.0,8개월,5개월,
888,10대,남성,7652,7.9,5개월,5개월,
889,20대,남성,7394,8.4,15개월,12개월,
889,20대,남성,6720,9.3,11개월,13개월,
891,70대,남성,8744,6.3,1개월,9개월,
891,70대,남성,9201,6.8,9개월,9개월,
892,30대,남성,6718,8.4,2개월,14개월,
893,40대,여성,8233,6.7,1개월,12개월,
894,30대,여성,4816,7.1,6개월,5개월,
894,30대,여성,5752,6.8,11개월,2개월,
895,10대,여성,6688,7.1,11개월,1개월,
895,10대,여성,5702,6.6,1개월,6개월,
896,60대,남성,7809,5.7,8개월,25개월,
896,60대,남성,6138,7.4,7개월,3개월,
896,60대,남성,8213,6.9,3개월,7개월,
898,10대,남성,6939,7.6,19개월,13개월,
899,10대,여성,6212,8.0,14개월,10개월,
899,10대,여성,6488,6.1,1개월,6개월,
900,40대,남성,6670,6.0,12개월,8개월,
900,40대,남성,7073,5.3,7개월,7개월,
901,50대,남성,8901,8.2,35개월,2개월,
902,40대,여성,5062,6.4,17개월,9개월,
903,60대,남성,8631,6.5,1개월,5개월,
904,30대,남성,7434,8.0,9개월,1개월,
904,30대,남성,8780,7.1,5개월,3개월,
905,40대,남성,8039,7.1,3개월,15개월,
906,50대,여성,4642,7.0,6개월,19개월,
907,60대,남성,8297,7.6,11개월,7개월,
909,40대,여성,6659,8.0,7개월,19개월,
910,60대,남성,8284,8.0,16개월,11개월,
911,40대,여성,6766,6.5,3개월,4개월,
911,40대,여성,5749,7.2,2개월,1개월,
911,40대,여성,5087,8.1,6개월,3개월,
912,70대,남성,7636,5.9,17개월,5개월,
913,60대,남성,9799,6.5,13개월,8개월,
914,60대,여성,6404,6.1,18개월,9개월,
915,60대,남성,8473,6.6,13개월,2개월,
915,60대,남성,8987,5.8,17개월,6개월,
918,40대,남성,8688,6.4,8개월,3개월,
919,60대,남성,6709,7.2,25개월,15개월,
920,80대 이상,여성,7922,7.3,18개월,3개월,
920,80대 이상,여성,7618,8.5,12개월,25개월,
921,30대,남성,8173,6.5,6개월,9개월,
922,50대,남성,8380,7.9,8개월,9개월,
924,30대,남성,7977,6.7,18개월,6개월,
924,30대,남성,7064,6.3,10개월,14개월,
925,40대,남성,9122,5.9,2개월,5개월,
928,70대,남성,8165,6.0,11개월,10개월,
930,50대,남성,7953,5.8,15개월,2개월,
930,50대,남성,7808,6.2,1개월,16개월,
933,40대,여성,5795,7.9,14개월,17개월,
934,50대,여성,6577,7.3,22개월,15개월,
936,60대,남성,9205,9.4,6개월,8개월,
937,70대,여성,9599,9.7,9개월,14개월,
938,60대,남성,7388,7.4,4개월,7개월,
938,60대,남성,10836,9.0,2개월,9개월,
939,30대,여성,7009,6.5,12개월,7개월,
940,20대,여성,5154,7.7,6개월,15개월,
941,40대,남성,6936,5.8,2개월,14개월,
942,10대,여성,4749,6.6,3개월,7개월,
942,10대,여성,4769,7.1,6개월,2개월,
943,60대,남성,8418,6.5,6개월,16개월,
944,30대,남성,8919,6.5,9개월,1개월,
944,30대,남성,8715,7.8,8개월,11개월,
944,30대,남성,7565,6.5,2개월,10개월,
945,50대,남성,7507,6.1,7개월,3개월,
945,50대,남성,9542,6.5,13개월,3개월,
947,20대,여성,5491,7.3,15개월,9개월,
948,50대,남성,8540,10.1,8개월,5개월,
950,70대,남성,7740,7.8,8개월,15개월,
951,10대,남성,6665,6.5,2개월,13개월,
952,60대,여성,8386,8.5,5개월,8개월,
952,60대,여성,6601,9.0,16개월,10개월,
952,60대,여성,4786,6.7,6개월,3개월,
952,60대,여성,8287,7.9,20개월,16개월,
953,70대,여성,8466,7.4,2개월,2개월,
953,70대,여성,8344,8.2,6개월,5개월,
954,10대,여성,6901,5.9,6개월,5개월,
955,50대,여성,5054,7.1,2개월,19개월,
956,40대,여성,4786,8.1,6개월,8개월,
956,40대,여성,7418,8.2,15개월,9개월,
957,30대,여성,5870,6.9,2개월,9개월,
960,40대,여성,5711,6.3,10개월,9개월,
960,40대,여성,4642,8.7,13개월,31개월,
963,50대,남성,7471,7.4,10개월,13개월,
963,50대,남성,7647,6.2,18개월,2개월,
963,50대,남성,8001,6.9,15개월,1개월,
963,50대,남성,8798,5.9,11개월,1개월,
966,60대,여성,8922,7.5,3개월,7개월,
966,60대,여성,7228,6.3,4개월,17개월,
966,60대,여성,7233,6.9,2개월,7개월,
966,60대,여성,8930,8.4,11개월,20개월,
966,60대,여성,8572,7.8,2개월,2개월,
967,70대,여성,8420,7.2,10개월,1개월,
968,50대,남성,7147,6.8,4개월,19개월,
971,50대,남성,9261,5.7,7개월,10개월,
974,70대,남성,7373,8.5,8개월,16개월,
975,60대,여성,7226,6.8,17개월,10개월,
976,40대,여성,5933,8.2,2개월,4개월,
977,70대,남성,8696,7.5,3개월,12개월,
977,70대,남성,8298,8.3,7개월,1개월,
980,20대,여성,5365,6.2,2개월,2개월,
981,30대,여성,4739,9.6,5개월,4개월,
981,30대,여성,5759,7.8,5개월,12개월,
982,70대,남성,7970,7.2,9개월,22개월,
983,60대,여성,8710,7.0,8개월,6개월,
985,50대,남성,6432,7.1,3개월,4개월,
986,70대,남성,8633,5.7,1개월,6개월,
987,40대,여성,5929,7.3,8개월,9개월,
987,40대,여성,6968,7.0,1개월,6개월,
987,40대,여성,6454,8.1,2개월,8개월,
989,50대,여성,5891,6.8,4개월,5개월,
989,50대,여성,7658,6.4,10개월,2개월,
990,40대,남성,7138,6.5,8개월,9개월,
990,40대,남성,6840,5.7,1개월,1개월,
990,40대,남성,9121,8.0,5개월,8개월,
993,50대,여성,6836,6.4,11개월,5개월,
995,10대,여성,4556,6.2,8개월,12개월,
996,40대,남성,6103,6.4,19개월,2개월,
997,40대,여성,6292,7.5,20개월,3개월,
997,40대,여성,7234,7.6,6개월,7개월,
999,10대,남성,7618,6.9,21개월,1개월,
999,10대,남성,7243,7.5,10개월,3개월,
1007,70대,남성,9115,8.2,16개월,19개월,
1007,70대,남성,9188,7.2,14개월,17개월,
1009,70대,남성,7436,7.0,9개월,10개월,
1009,70대,남성,9359,7.5,14개월,27개월,
1010,30대,여성,5301,6.6,9개월,13개월,
1010,30대,여성,7114,7.0,5개월,17개월,
1011,50대,여성,8708,7.0,9개월,11개월,
1011,50대,여성,6629,6.2,9개월,8개월,
1012,50대,남성,8658,8.2,1개월,9개월,
1015,60대,남성,9413,9.0,3개월,10개월,
