ID,환경-연령대,환경-성별,환경-날짜,환경-위치,환경-초미세먼지(PM2.5),환경-미세먼지(PM10),환경-오존(O₃),환경-이산화질소(NO₂),환경-일산화탄소(CO),환경-아황산가스(SO₂),환경-온도,환경-습도
173,50대,여성,2020-02-29,울산시 울주군,29.5㎍/㎥,40㎍/㎥,0.0154ppm,0.0446ppm,0.62ppm,0.0027ppm,2.1°C,56%
176,40대,남성,2019-04-03,인천시 서구,21.5㎍/㎥,39.6㎍/㎥,0.0257ppm,0.0338ppm,0.38ppm,0.0054ppm,10.9°C,45%
178,70대,여성,2020-09-11,인천시 남동구,10.2㎍/㎥,20.5㎍/㎥,0.0298ppm,0.0231ppm,0.26ppm,0.0033ppm,22.4°C,69%
179,70대,남성,2022-06-20,부산시 동구,13.3㎍/㎥,21.1㎍/㎥,0.0351ppm,0.0232ppm,0.33ppm,0.0029ppm,23.9°C,73%
182,20대,남성,2022-04-14,대구시 북구,21.3㎍/㎥,44.8㎍/㎥,0.0456ppm,0.0159ppm,0.5ppm,0.0035ppm,15.2°C,51%
183,80대 이상,여성,2019-08-06,서울시 광진구,17㎍/㎥,26㎍/㎥,0.0267ppm,0.0129ppm,0.64ppm,0.0033ppm,27.7°C,69%
183,80대 이상,여성,2022-03-21,인천시 남동구,20.6㎍/㎥,41.9㎍/㎥,0.0336ppm,0.0171ppm,0.46ppm,0.0034ppm,7.2°C,63%
184,50대,여성,2022-12-06,대구시 남구,20.9㎍/㎥,37.3㎍/㎥,0.0148ppm,0.0102ppm,0.54ppm,0.0027ppm,-1.7°C,63%
187,60대,여성,2019-04-04,서울시 용산구,22.2㎍/㎥,41.8㎍/㎥,0.0277ppm,0.0284ppm,0.51ppm,0.0039ppm,12.5°C,51%
187,60대,여성,2019-04-25,광주시 서구,20.7㎍/㎥,41.2㎍/㎥,0.0277ppm,0.0391ppm,0.39ppm,0.0053ppm,12.3°C,51%
190,50대,여성,2020-01-13,부산시 수영구,29.1㎍/㎥,42㎍/㎥,0.0116ppm,0.0287ppm,0.68ppm,0.0021ppm,1.9°C,51%
191,70대,남성,2019-01-03,인천시 동구,37.2㎍/㎥,66.7㎍/㎥,0.0075ppm,0.0442ppm,0.61ppm,0.0054ppm,-1.2°C,50%
191,70대,남성,2021-10-31,서울시 성북구,12.5㎍/㎥,26.7㎍/㎥,0.0263ppm,0.0218ppm,0.38ppm,0.0021ppm,15.9°C,73%
191,70대,남성,2022-04-25,울산시 울주군,22.5㎍/㎥,45.9㎍/㎥,0.0406ppm,0.0263ppm,0.2ppm,0.0029ppm,15.3°C,57%
192,50대,여성,2022-09-02,인천시 옹진군,10.5㎍/㎥,22.3㎍/㎥,0.0321ppm,0.0169ppm,0.45ppm,0.0024ppm,21.4°C,64%
193,40대,남성,2020-10-19,대구시 서구,15㎍/㎥,30.9㎍/㎥,0.0229ppm,0.0216ppm,0.56ppm,0.0025ppm,15.7°C,56%
193,40대,남성,2022-02-01,부산시 동구,26.6㎍/㎥,37.5㎍/㎥,0.028ppm,0.033ppm,0.58ppm,0.0032ppm,-2°C,53%
194,40대,남성,2019-10-05,부산시 기장군,15.7㎍/㎥,33.7㎍/㎥,0.0215ppm,0.0088ppm,0.5ppm,0.0021ppm,14.4°C,62%
195,40대,남성,2021-02-08,서울시 서대문구,29.6㎍/㎥,48.4㎍/㎥,0.0231ppm,0.0306ppm,0.57ppm,0.0029ppm,4.5°C,58%
196,60대,여성,2019-12-06,부산시 남구,25.8㎍/㎥,39㎍/㎥,0.0106ppm,0.042ppm,0.66ppm,0.0023ppm,1.9°C,57%
197,40대,남성,2022-12-15,서울시 강남구,17.7㎍/㎥,37㎍/㎥,0.0103ppm,0.0343ppm,0.53ppm,0.003ppm,-4°C,60%
200,50대,남성,2022-08-31,대구시 중구,12.3㎍/㎥,21.8㎍/㎥,0.0292ppm,0.0152ppm,0.03ppm,0.0032ppm,25.1°C,83%
201,70대,여성,2020-05-23,대구시 서구,19㎍/㎥,34㎍/㎥,0.0324ppm,0.0098ppm,0.27ppm,0.0028ppm,17.4°C,68%
203,50대,남성,2019-06-09,인천시 남동구,20.4㎍/㎥,30㎍/㎥,0.0338ppm,0.04ppm,0.36ppm,0.0016ppm,21.8°C,62%
203,50대,남성,2019-08-20,인천시 연수구,16.7㎍/㎥,24.4㎍/㎥,0.0243ppm,0.0208ppm,0.49ppm,0.0027ppm,27.3°C,73%
203,50대,남성,2019-12-14,서울시 중구,26.4㎍/㎥,41.2㎍/㎥,0.0125ppm,0.026ppm,0.68ppm,0.0049ppm,3.5°C,59%
204,40대,남성,2018-12-21,서울시 마포구,28.3㎍/㎥,51.7㎍/㎥,0.0085ppm,0.0612ppm,0.6ppm,0.0063ppm,7.3°C,54%
205,10대,여성,2019-10-24,대구시 달성군,15.6㎍/㎥,33.1㎍/㎥,0.0248ppm,0.026ppm,0.43ppm,0.0026ppm,16.9°C,60%
205,10대,여성,2021-02-25,대구시 대덕구,31.4㎍/㎥,47㎍/㎥,0.0227ppm,0.0334ppm,0.53ppm,0.0046ppm,2.6°C,58%
205,10대,여성,2022-09-19,대구시 군위군,11.1㎍/㎥,21.7㎍/㎥,0.0326ppm,0.0149ppm,0.35ppm,0.0034ppm,22.6°C,68%
206,60대,여성,2021-07-08,서울시 용산구,15.7㎍/㎥,25㎍/㎥,0.0367ppm,0.0081ppm,0.38ppm,0.0026ppm,28.8°C,70%
206,60대,여성,2022-11-25,서울시 종로구,22.6㎍/㎥,40.2㎍/㎥,0.0171ppm,0.0225ppm,0.63ppm,0.0037ppm,9.3°C,66%
207,60대,남성,2022-10-08,서울시 강남구,13.5㎍/㎥,27.4㎍/㎥,0.0212ppm,0.0336ppm,0.23ppm,0.0033ppm,14.8°C,69%
208,30대,남성,2021-01-05,대구시 동구,21.2㎍/㎥,38.7㎍/㎥,0.0132ppm,0.031ppm,0.6ppm,0.0035ppm,-3°C,60%
208,30대,남성,2022-09-26,서울시 중구,11.8㎍/㎥,21.1㎍/㎥,0.0332ppm,0.0402ppm,0.22ppm,0.0025ppm,23.1°C,70%
210,40대,남성,2021-06-16,대구시 서구,16.4㎍/㎥,33㎍/㎥,0.0425ppm,0.0334ppm,0.47ppm,0.0028ppm,22.4°C,77%
211,70대,여성,2019-09-05,부산시 기장군,12.6㎍/㎥,20.6㎍/㎥,0.0257ppm,0.0124ppm,0.38ppm,0.0034ppm,24.4°C,66%
211,70대,여성,2020-12-15,서울시 은평구,25.8㎍/㎥,39.8㎍/㎥,0.0217ppm,0.0336ppm,0.82ppm,0.0043ppm,-1.5°C,63%
211,70대,여성,2022-08-12,대구시 대덕구,11.4㎍/㎥,19.4㎍/㎥,0.0271ppm,0.0049ppm,0.34ppm,0.0027ppm,24.7°C,85%
212,30대,여성,2019-08-14,서울시 성북구,16.8㎍/㎥,23.6㎍/㎥,0.0317ppm,0.014ppm,0.42ppm,0.0039ppm,27.7°C,64%
213,30대,남성,2020-07-06,서울시 성동구,12.8㎍/㎥,23.7㎍/㎥,0.0316ppm,0.0189ppm,0.31ppm,0.0033ppm,24.3°C,72%
214,60대,남성,2019-06-03,부산시 부산진구,19.9㎍/㎥,29.7㎍/㎥,0.0361ppm,0.0213ppm,0.51ppm,0.0046ppm,22°C,65%
214,60대,남성,2020-11-12,울산시 울주군,24㎍/㎥,40.9㎍/㎥,0.0201ppm,0.0417ppm,0.68ppm,0.0033ppm,7.8°C,63%
215,70대,여성,2022-03-03,인천시 중구,19.7㎍/㎥,41.2㎍/㎥,0.027ppm,0.0256ppm,0.46ppm,0.0016ppm,8.1°C,65%
216,70대,남성,2021-12-05,울산시 울주군,22.4㎍/㎥,40.3㎍/㎥,0.0132ppm,0.0366ppm,0.51ppm,0.0016ppm,-0.7°C,64%
217,40대,여성,2019-03-16,대구시 군위군,45.2㎍/㎥,68.6㎍/㎥,0.0273ppm,0.0483ppm,0.66ppm,0.0053ppm,6.8°C,51%
217,40대,여성,2019-05-16,서울시 광진구,30.4㎍/㎥,53.9㎍/㎥,0.045ppm,0.0328ppm,0.45ppm,0.0051ppm,19.2°C,50%
218,50대,여성,2021-09-20,부산시 해운대구,6.4㎍/㎥,13.6㎍/㎥,0.0312ppm,0.0215ppm,0.43ppm,0.0035ppm,24.9°C,67%
219,60대,여성,2019-01-20,인천시 미추홀구,39.2㎍/㎥,68.8㎍/㎥,0.0118ppm,0.041ppm,0.72ppm,0.0058ppm,-1.3°C,47%
219,60대,여성,2020-02-27,인천시 계양구,27.8㎍/㎥,39.8㎍/㎥,0.018ppm,0.0363ppm,0.54ppm,0.0044ppm,2.2°C,57%
220,40대,여성,2018-12-31,대구시 유성구,27.7㎍/㎥,53.4㎍/㎥,0.0095ppm,0.0523ppm,0.72ppm,0.0059ppm,9.4°C,56%
220,40대,여성,2020-09-06,부산시 연제구,11.2㎍/㎥,19.3㎍/㎥,0.0241ppm,0.0128ppm,0.28ppm,0.0022ppm,20.7°C,73%
221,60대,남성,2020-11-02,인천시 강화군,24.4㎍/㎥,40.7㎍/㎥,0.0147ppm,0.0315ppm,0.33ppm,0.004ppm,7.9°C,68%
221,60대,남성,2022-02-09,서울시 종로구,26.4㎍/㎥,39.9㎍/㎥,0.0262ppm,0.0125ppm,0.25ppm,0.0022ppm,-2.2°C,52%
222,50대,여성,2022-12-25,서울시 강북구,20.5㎍/㎥,36.3㎍/㎥,0.0161ppm,0.0279ppm,0.5ppm,0.0025ppm,-3.2°C,63%
222,50대,여성,2023-01-13,서울시 강서구,26.8㎍/㎥,43.6㎍/㎥,0.0179ppm,0.0356ppm,0.66ppm,0.0045ppm,-3.5°C,68%
224,50대,여성,2022-02-01,대구시 동구,26.8㎍/㎥,40.6㎍/㎥,0.0272ppm,0.0281ppm,0.39ppm,0.0029ppm,-1.4°C,52%
225,50대,남성,2020-04-10,서울시 영등포구,22.3㎍/㎥,43.4㎍/㎥,0.0341ppm,0.01ppm,0.24ppm,0.0033ppm,10.5°C,46%
225,50대,남성,2022-04-09,대구시 군위군,19.8㎍/㎥,45.1㎍/㎥,0.042ppm,0.0157ppm,0.24ppm,0.004ppm,14.6°C,58%
226,40대,남성,2020-01-09,울산시 중구,27.8㎍/㎥,43.3㎍/㎥,0.0144ppm,0.0324ppm,0.78ppm,0.0027ppm,0°C,55%
226,40대,남성,2020-08-14,서울시 중구,16.8㎍/㎥,23.1㎍/㎥,0.0143ppm,0.0123ppm,0.5ppm,0.0036ppm,26.7°C,87%
226,40대,남성,2021-02-23,울산시 울주군,31㎍/㎥,47㎍/㎥,0.0212ppm,0.0266ppm,0.45ppm,0.002ppm,3.8°C,57%
226,40대,남성,2022-02-17,부산시 영도구,27.6㎍/㎥,42.7㎍/㎥,0.0269ppm,0.0145ppm,0.46ppm,0.0019ppm,0.1°C,54%
229,30대,여성,2021-10-05,서울시 종로구,13.3㎍/㎥,25.7㎍/㎥,0.0267ppm,0.0366ppm,0.47ppm,0.0026ppm,15.3°C,68%
231,60대,남성,2019-10-24,서울시 금천구,14.9㎍/㎥,33.4㎍/㎥,0.0204ppm,0.032ppm,0.35ppm,0.0041ppm,14.9°C,58%
232,10대,여성,2019-02-03,부산시 부산진구,34.9㎍/㎥,56.6㎍/㎥,0.0155ppm,0.0401ppm,0.39ppm,0.0064ppm,2.3°C,49%
232,10대,여성,2021-05-18,부산시 동래구,20.6㎍/㎥,61.3㎍/㎥,0.0428ppm,0.0026ppm,0.51ppm,0.0042ppm,17.3°C,64%
233,80대 이상,남성,2020-10-01,인천시 동구,17㎍/㎥,31.9㎍/㎥,0.0204ppm,0.0302ppm,0.39ppm,0.0022ppm,13.9°C,60%
233,80대 이상,남성,2022-06-25,인천시 연수구,12.3㎍/㎥,22.5㎍/㎥,0.0369ppm,0.0192ppm,0.33ppm,0.0023ppm,22.9°C,73%
234,50대,남성,2021-03-12,대구시 동구,33.2㎍/㎥,69.5㎍/㎥,0.0258ppm,0.0323ppm,0.59ppm,0.0023ppm,9.6°C,66%
235,20대,여성,2021-05-11,서울시 강서구,19.3㎍/㎥,60.4㎍/㎥,0.0387ppm,0.0242ppm,0.34ppm,0.0019ppm,15.8°C,68%
235,20대,여성,2023-01-25,광주시 동구,29.8㎍/㎥,45㎍/㎥,0.0153ppm,0.0303ppm,0.76ppm,0.0056ppm,-1.1°C,62%
240,30대,여성,2021-05-25,광주시 광산구,20.8㎍/㎥,61.7㎍/㎥,0.0347ppm,0.0182ppm,0.59ppm,0.0029ppm,17.4°C,67%
241,80대 이상,남성,2020-02-01,부산시 기장군,28.1㎍/㎥,40.1㎍/㎥,0.0197ppm,0.0157ppm,0.32ppm,0.004ppm,3.4°C,60%
242,50대,남성,2019-09-02,울산시 동구,12㎍/㎥,20.6㎍/㎥,0.0263ppm,0.0113ppm,0.39ppm,0.0033ppm,22.1°C,71%
242,50대,남성,2019-11-24,인천시 동구,20㎍/㎥,40.3㎍/㎥,0.0139ppm,0.0436ppm,0.42ppm,0.0026ppm,6.8°C,63%
242,50대,남성,2022-03-31,서울시 중구,21㎍/㎥,41.8㎍/㎥,0.0257ppm,0.0306ppm,0.35ppm,0.0043ppm,7°C,59%
243,70대,여성,2019-07-09,부산시 해운대구,18.1㎍/㎥,27.5㎍/㎥,0.028ppm,0.0252ppm,0.49ppm,0.0043ppm,26.3°C,73%
244,50대,여성,2022-04-13,광주시 광산구,21.7㎍/㎥,44㎍/㎥,0.047ppm,0.0227ppm,0.44ppm,0.0031ppm,13.8°C,55%
244,50대,여성,2022-05-20,서울시 동작구,16.7㎍/㎥,32.7㎍/㎥,0.0505ppm,0.0285ppm,0.21ppm,0.0038ppm,18°C,54%
245,40대,여성,2021-12-28,부산시 사하구,23.2㎍/㎥,39㎍/㎥,0.0143ppm,0.0104ppm,0.59ppm,0.0028ppm,-0.4°C,60%
247,30대,남성,2019-06-01,인천시 강화군,22.3㎍/㎥,28.3㎍/㎥,0.04ppm,0.0198ppm,0.36ppm,0.0033ppm,23.4°C,56%
247,30대,남성,2021-10-22,서울시 도봉구,11.8㎍/㎥,28.2㎍/㎥,0.02ppm,0.028ppm,0.6ppm,0.0034ppm,15.6°C,68%
248,40대,남성,2021-12-13,광주시 북구,22.8㎍/㎥,36.8㎍/㎥,0.0113ppm,0.018ppm,0.65ppm,0.0038ppm,2.3°C,62%
249,70대,여성,2019-12-08,대구시 북구,26.5㎍/㎥,40.2㎍/㎥,0.0096ppm,0.0357ppm,0.62ppm,0.0038ppm,1°C,52%
249,70대,여성,2022-02-13,부산시 강서구,26.7㎍/㎥,40.4㎍/㎥,0.0264ppm,0.0012ppm,0.64ppm,0.0038ppm,-0.3°C,57%
249,70대,여성,2022-11-14,서울시 동작구,21.6㎍/㎥,37.9㎍/㎥,0.0204ppm,0.0261ppm,0.64ppm,0.0025ppm,10.1°C,67%
250,60대,여성,2019-07-30,서울시 광진구,17.4㎍/㎥,24.3㎍/㎥,0.0304ppm,0.0261ppm,0.53ppm,0.0037ppm,26.5°C,68%
250,60대,여성,2020-02-01,울산시 동구,29.7㎍/㎥,41.8㎍/㎥,0.0154ppm,0.039ppm,0.49ppm,0.0029ppm,4.4°C,52%
250,60대,여성,2022-11-05,광주시 남구,22.5㎍/㎥,40㎍/㎥,0.0147ppm,0.0351ppm,0.66ppm,0.0034ppm,10.7°C,64%
251,10대,남성,2019-06-06,부산시 사상구,18.3㎍/㎥,28.4㎍/㎥,0.0387ppm,0.0073ppm,0.43ppm,0.0025ppm,22.4°C,65%
251,10대,남성,2020-09-01,부산시 동래구,9.9㎍/㎥,18.7㎍/㎥,0.024ppm,0.0184ppm,0.35ppm,0.0028ppm,21.5°C,67%
254,80대 이상,여성,2019-03-13,울산시 동구,43.5㎍/㎥,68.3㎍/㎥,0.025ppm,0.0276ppm,0.66ppm,0.0052ppm,5.9°C,52%
254,80대 이상,여성,2019-09-07,부산시 연제구,10.6㎍/㎥,21.7㎍/㎥,0.0244ppm,0.0137ppm,0.32ppm,0.0022ppm,22.9°C,65%
259,70대,남성,2021-12-01,서울시 강북구,22.4㎍/㎥,39.3㎍/㎥,0.0099ppm,0.0306ppm,0.65ppm,0.0034ppm,0.8°C,64%
260,30대,여성,2021-12-17,서울시 은평구,22.9㎍/㎥,38.6㎍/㎥,0.0152ppm,0.0083ppm,0.57ppm,0.0023ppm,-0.8°C,59%
261,70대,남성,2022-07-01,대구시 달성군,16㎍/㎥,27㎍/㎥,0.0315ppm,0.0364ppm,0.33ppm,0.0039ppm,26.3°C,76%
262,50대,여성,2022-10-09,인천시 계양구,13.9㎍/㎥,25.6㎍/㎥,0.0243ppm,0.0318ppm,0.3ppm,0.0033ppm,15.3°C,65%
265,40대,여성,2022-03-14,인천시 강화군,20.7㎍/㎥,43.1㎍/㎥,0.0289ppm,0.0246ppm,0.5ppm,0.0035ppm,8.7°C,63%
265,40대,여성,2023-02-14,부산시 동구,25.1㎍/㎥,39.4㎍/㎥,0.0289ppm,0.0266ppm,0.69ppm,0.0023ppm,2.7°C,58%
268,40대,여성,2019-02-03,부산시 동래구,35.9㎍/㎥,57.7㎍/㎥,0.0233ppm,0.0366ppm,0.72ppm,0.0031ppm,0.3°C,45%
268,40대,여성,2020-02-22,서울시 동대문구,27.9㎍/㎥,39.1㎍/㎥,0.0163ppm,0.0222ppm,0.57ppm,0.0034ppm,3°C,58%
268,40대,여성,2021-01-16,대구시 달서구,20.9㎍/㎥,38.6㎍/㎥,0.0193ppm,0.0292ppm,0.75ppm,0.0041ppm,-1°C,59%
269,80대 이상,남성,2020-08-20,울산시 중구,15.6㎍/㎥,23.8㎍/㎥,0.0208ppm,0.0096ppm,0.27ppm,0.0045ppm,25.6°C,86%
270,20대,여성,2020-07-27,서울시 중랑구,12㎍/㎥,21.3㎍/㎥,0.0375ppm,0.0373ppm,0.52ppm,0.0013ppm,25.6°C,80%
272,50대,여성,2021-06-24,서울시 성북구,20.5㎍/㎥,31.5㎍/㎥,0.0385ppm,0.0235ppm,0.37ppm,0.0039ppm,25.2°C,67%
273,10대,여성,2019-02-22,서울시 종로구,35㎍/㎥,57.3㎍/㎥,0.0206ppm,0.0453ppm,0.66ppm,0.0041ppm,0°C,45%
275,70대,여성,2021-12-23,부산시 해운대구,23.7㎍/㎥,37.9㎍/㎥,0.0172ppm,0.0497ppm,0.8ppm,0.0022ppm,1.5°C,63%
276,20대,여성,2020-06-23,대구시 유성구,20.8㎍/㎥,34.9㎍/㎥,0.0401ppm,0.0166ppm,0.47ppm,0.0036ppm,25.5°C,66%
276,20대,여성,2020-09-22,부산시 북구,10.9㎍/㎥,19.8㎍/㎥,0.0258ppm,0.0228ppm,0.25ppm,0.0014ppm,20.3°C,70%
277,60대,남성,2020-01-11,인천시 미추홀구,28.3㎍/㎥,43.8㎍/㎥,0.0135ppm,0.0415ppm,0.75ppm,0.0044ppm,1.7°C,53%
278,50대,남성,2019-02-05,울산시 울주군,33.8㎍/㎥,56.6㎍/㎥,0.0218ppm,0.0311ppm,0.67ppm,0.0044ppm,0.8°C,48%
278,50대,남성,2019-03-06,인천시 남동구,43.8㎍/㎥,67.7㎍/㎥,0.0247ppm,0.032ppm,0.44ppm,0.0044ppm,6.9°C,50%
278,50대,남성,2019-08-15,부산시 부산진구,16.3㎍/㎥,24.7㎍/㎥,0.0314ppm,0.0076ppm,0.46ppm,0.004ppm,26.6°C,70%
278,50대,남성,2020-06-08,울산시 울주군,22.4㎍/㎥,36.6㎍/㎥,0.0416ppm,0.0129ppm,0.34ppm,0.0024ppm,24.4°C,64%
279,10대,남성,2020-07-04,대구시 서구,11㎍/㎥,21.2㎍/㎥,0.0293ppm,0.0256ppm,0.48ppm,0.004ppm,23.1°C,77%
281,50대,남성,2019-08-22,대구시 동구,16.3㎍/㎥,27.6㎍/㎥,0.0289ppm,0.0187ppm,0.41ppm,0.0034ppm,26.6°C,68%
283,50대,여성,2019-10-01,인천시 서구,15.3㎍/㎥,32.9㎍/㎥,0.0204ppm,0.0261ppm,0.42ppm,0.0034ppm,16°C,64%
283,50대,여성,2021-06-05,광주시 광산구,19.7㎍/㎥,31㎍/㎥,0.0462ppm,0.0136ppm,0.3ppm,0.003ppm,22.4°C,77%
283,50대,여성,2022-02-10,서울시 도봉구,26.1㎍/㎥,40.6㎍/㎥,0.0277ppm,0.0159ppm,0.6ppm,0.0031ppm,-0.1°C,52%
283,50대,여성,2022-04-20,인천시 옹진군,22.6㎍/㎥,44.9㎍/㎥,0.0412ppm,0.0353ppm,0.4ppm,0.0031ppm,16.6°C,59%
286,70대,여성,2019-11-22,대구시 중구,18.9㎍/㎥,40.8㎍/㎥,0.0143ppm,0.0285ppm,0.59ppm,0.0062ppm,6.5°C,56%
286,70대,여성,2020-02-09,서울시 송파구,28.8㎍/㎥,42.5㎍/㎥,0.0143ppm,0.0444ppm,0.73ppm,0.0055ppm,3°C,57%
286,70대,여성,2021-11-23,서울시 도봉구,26.3㎍/㎥,46.7㎍/㎥,0.0151ppm,0.0086ppm,0.57ppm,0.003ppm,7.6°C,67%
287,60대,남성,2019-09-16,서울시 성동구,12.1㎍/㎥,21㎍/㎥,0.0264ppm,0.0296ppm,0.42ppm,0.0026ppm,23.6°C,65%
288,10대,여성,2020-07-30,대구시 달성군,13.5㎍/㎥,20.6㎍/㎥,0.0323ppm,0.0195ppm,0.46ppm,0.0014ppm,23.3°C,79%
290,40대,여성,2020-12-24,서울시 구로구,27.9㎍/㎥,41.9㎍/㎥,0.0104ppm,0.0402ppm,0.59ppm,0.0033ppm,0.5°C,62%
290,40대,여성,2021-04-09,서울시 강남구,18.2㎍/㎥,40.9㎍/㎥,0.0357ppm,0.0128ppm,0.54ppm,0.0019ppm,16.1°C,52%
291,20대,여성,2021-07-17,울산시 남구,14.5㎍/㎥,22.9㎍/㎥,0.0418ppm,0.0133ppm,0.22ppm,0.0026ppm,31°C,76%
292,70대,남성,2018-12-05,서울시 관악구,27.5㎍/㎥,52.2㎍/㎥,0.0109ppm,0.045ppm,0.68ppm,0.0067ppm,9°C,60%
292,70대,남성,2021-08-12,대구시 달서구,11.2㎍/㎥,21.8㎍/㎥,0.035ppm,0.0176ppm,0.5ppm,0.0023ppm,25.7°C,76%
292,70대,남성,2022-11-07,인천시 강화군,22.4㎍/㎥,38.2㎍/㎥,0.0184ppm,0.0253ppm,0.51ppm,0.0043ppm,9.6°C,66%
296,20대,남성,2021-11-11,대구시 수성구,27.5㎍/㎥,47㎍/㎥,0.0173ppm,0.0417ppm,0.47ppm,0.0042ppm,9°C,69%
298,40대,남성,2020-12-22,인천시 서구,27.9㎍/㎥,41㎍/㎥,0.0104ppm,0.0349ppm,0.55ppm,0.0053ppm,-0.4°C,58%
299,50대,여성,2019-09-26,대구시 서구,13.2㎍/㎥,20.6㎍/㎥,0.0232ppm,0.0149ppm,0.35ppm,0.005ppm,21.8°C,64%
299,50대,여성,2022-09-23,대구시 달서구,10.7㎍/㎥,19.5㎍/㎥,0.0284ppm,0.0085ppm,0.06ppm,0.0023ppm,21.7°C,70%
301,50대,남성,2020-01-27,인천시 동구,31.1㎍/㎥,43.3㎍/㎥,0.0131ppm,0.0232ppm,0.68ppm,0.0028ppm,2.9°C,58%
301,50대,남성,2020-10-20,서울시 성북구,18.1㎍/㎥,33.1㎍/㎥,0.0188ppm,0.0362ppm,0.43ppm,0.0026ppm,15.4°C,60%
301,50대,남성,2022-10-07,부산시 사하구,12㎍/㎥,24.4㎍/㎥,0.0206ppm,0.0314ppm,0.3ppm,0.0032ppm,16.4°C,65%
301,50대,남성,2023-03-08,대구시 유성구,21.2㎍/㎥,42㎍/㎥,0.0264ppm,0.0157ppm,0.26ppm,0.0036ppm,9.5°C,43%
306,10대,여성,2020-08-13,부산시 북구,14.6㎍/㎥,22.3㎍/㎥,0.0207ppm,0.0159ppm,0.37ppm,0.0032ppm,25°C,86%
306,10대,여성,2021-08-12,인천시 중구,14.2㎍/㎥,22.6㎍/㎥,0.0336ppm,0.0066ppm,0.37ppm,0.0011ppm,26.3°C,74%
307,70대,여성,2021-09-13,서울시 종로구,6.1㎍/㎥,16.1㎍/㎥,0.0253ppm,0.0057ppm,0.46ppm,0.003ppm,22.3°C,73%
311,80대 이상,여성,2020-06-20,인천시 미추홀구,20㎍/㎥,35.2㎍/㎥,0.0418ppm,0.0372ppm,0.37ppm,0.0041ppm,23.2°C,70%
311,80대 이상,여성,2020-11-25,서울시 은평구,24.4㎍/㎥,41.4㎍/㎥,0.0117ppm,0.0478ppm,0.53ppm,0.0025ppm,8.4°C,65%
311,80대 이상,여성,2022-04-29,서울시 서대문구,23.2㎍/㎥,43.5㎍/㎥,0.0439ppm,0.0109ppm,0.45ppm,0.0014ppm,14.7°C,50%
313,50대,여성,2020-11-01,서울시 초구,24.9㎍/㎥,41.6㎍/㎥,0.0168ppm,0.0328ppm,0.55ppm,0.0037ppm,7.6°C,59%
315,50대,남성,2020-07-27,광주시 광산구,11.8㎍/㎥,21.1㎍/㎥,0.0249ppm,0.014ppm,0.27ppm,0.0001ppm,25.8°C,76%
315,50대,남성,2022-10-27,대구시 서구,14.8㎍/㎥,25.7㎍/㎥,0.024ppm,0.0349ppm,0.62ppm,0.0034ppm,14.6°C,61%
316,20대,여성,2020-03-24,인천시 강화군,24.9㎍/㎥,47㎍/㎥,0.0267ppm,0.0287ppm,0.47ppm,0.0032ppm,7°C,49%
316,20대,여성,2023-01-12,부산시 중구,30.2㎍/㎥,44.1㎍/㎥,0.0151ppm,0.0264ppm,0.64ppm,0.001ppm,0.9°C,64%
316,20대,여성,2023-03-13,부산시 사하구,21.1㎍/㎥,41.5㎍/㎥,0.022ppm,0.0168ppm,0.37ppm,0.0009ppm,7.7°C,49%
319,20대,여성,2020-07-21,인천시 부평구,11.5㎍/㎥,21.7㎍/㎥,0.0312ppm,0.0055ppm,0.36ppm,0.0034ppm,23.2°C,76%
320,70대,여성,2020-07-20,부산시 남구,13.7㎍/㎥,21㎍/㎥,0.0302ppm,0.0359ppm,0.59ppm,0.002ppm,25.2°C,83%
322,70대,남성,2019-04-20,서울시 용산구,20.8㎍/㎥,42.7㎍/㎥,0.0272ppm,0.0204ppm,0.36ppm,0.004ppm,12.5°C,50%
322,70대,남성,2019-08-24,서울시 마포구,15.4㎍/㎥,24.8㎍/㎥,0.0311ppm,0.0242ppm,0.42ppm,0.0043ppm,27.9°C,69%
323,70대,남성,2021-02-24,인천시 강화군,29.1㎍/㎥,48㎍/㎥,0.0136ppm,0.0554ppm,0.45ppm,0.0046ppm,2.8°C,58%
324,20대,여성,2022-05-23,서울시 마포구,16.9㎍/㎥,33.1㎍/㎥,0.0489ppm,0.0211ppm,0.32ppm,0.0032ppm,18°C,58%
325,30대,여성,2021-12-30,인천시 연수구,23.2㎍/㎥,38.9㎍/㎥,0.0152ppm,0.0389ppm,0.55ppm,0.0027ppm,-0.9°C,61%
327,50대,남성,2021-09-29,부산시 서구,5.6㎍/㎥,16.5㎍/㎥,0.0289ppm,0.0125ppm,0.45ppm,0.0007ppm,23.4°C,74%
328,70대,남성,2021-08-17,광주시 서구,13.5㎍/㎥,21.1㎍/㎥,0.0323ppm,0.0093ppm,0.28ppm,0.0024ppm,24.8°C,75%
330,80대 이상,여성,2020-02-03,서울시 마포구,29.6㎍/㎥,42.4㎍/㎥,0.0203ppm,0.0278ppm,0.56ppm,0.0037ppm,2.4°C,57%
333,70대,남성,2021-09-09,서울시 강서구,5.9㎍/㎥,14.4㎍/㎥,0.0275ppm,0.04ppm,0.33ppm,0.0028ppm,22.5°C,68%
334,30대,여성,2020-05-17,대구시 서구,20.1㎍/㎥,36㎍/㎥,0.0325ppm,0.0139ppm,0.29ppm,0.0025ppm,17.5°C,63%
